continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
North America,Master's,Y,N,1840,South,75458.8,Year,N,0,23
Europe,Doctorate,Y,N,1458,Midwest,111148.29,Year,Y,0,13
Asia,Bachelor's,N,N,1171,West,23916.45,Year,Y,0,77
Asia,Bachelor's,Y,N,2417,West,18551.0,Year,Y,1,37
Asia,Bachelor's,N,Y,1634,South,51282.75,Year,Y,0,24
North America,Bachelor's,Y,N,3735,Northeast,37010.67,Year,Y,0,19
Asia,Doctorate,N,N,2345,West,91818.62,Year,Y,0,14
Asia,Bachelor's,Y,N,843,West,78878.56,Year,Y,0,46
Asia,Master's,N,N,43845,Midwest,126322.08,Year,Y,1,23
Asia,Bachelor's,Y,Y,2345,South,78216.13,Year,Y,0,13
Europe,Bachelor's,Y,Y,2224,West,19470.23,Year,Y,0,45
Asia,Master's,Y,N,2488,Northeast,10137.39,Year,Y,0,22
North America,Bachelor's,Y,N,1249,West,35516.37,Week,Y,0,52
North America,Master's,Y,N,1343,Northeast,112.68,Hour,Y,1,168
Asia,Master's,Y,N,3901,Northeast,33642.26,Year,Y,1,27
Asia,Bachelor's,N,N,6315,Midwest,149496.25,Year,Y,0,65
Asia,Bachelor's,Y,N,34554,Midwest,246705.0,Year,N,0,10
Europe,Bachelor's,Y,N,70128,Northeast,60057.29,Year,Y,0,18
Asia,Bachelor's,N,Y,1021,Midwest,123826.18,Year,Y,0,30
Asia,Master's,Y,N,1576,South,81767.17,Year,Y,0,24
North America,Master's,N,N,3421,Midwest,459.4009,Hour,Y,1,38
Asia,Master's,Y,N,2253,Northeast,7333.24,Year,Y,0,77
Asia,Master's,Y,N,2436,Northeast,155754.9,Year,N,0,18
Asia,Master's,Y,N,2270,West,68398.47,Year,Y,0,19
Asia,Master's,Y,N,2107,Northeast,203350.19,Year,N,0,99
Europe,Bachelor's,N,N,1718,South,36205.27,Year,Y,0,10
Asia,Master's,Y,N,2212,Northeast,28753.04,Year,Y,0,13
Asia,Bachelor's,Y,Y,2781,Island,1985.3,Year,Y,1,38
Asia,Master's,N,N,1397,Midwest,68676.02,Year,Y,0,25
Europe,Master's,Y,N,44327,West,99091.26,Year,Y,0,47
Europe,Master's,N,N,749,Northeast,91064.21,Year,Y,0,22
Europe,High School,Y,Y,1777,Northeast,118280.52,Year,Y,1,12
Asia,Master's,N,N,1880,Island,275211.23,Year,N,0,15
Asia,Doctorate,Y,N,1008,Midwest,136333.01,Year,Y,0,29
Asia,Master's,N,N,1110,Island,81285.88,Year,Y,1,13
Europe,Master's,Y,Y,1201,West,73460.91,Year,Y,1,58
North America,High School,N,N,996,Northeast,34713.91,Year,Y,1,28
Asia,Master's,Y,N,146393,South,63131.99,Year,N,0,219
Asia,Master's,N,N,2219,West,31020.2,Year,Y,1,22
Asia,Bachelor's,N,N,506,Midwest,30944.79,Year,Y,1,25
Asia,Master's,N,N,5584,Northeast,54290.36,Year,Y,0,206
Asia,Master's,Y,N,1583,Midwest,23741.69,Year,Y,0,22
Europe,Master's,N,N,1233,Northeast,77648.55,Year,Y,0,13
South America,Master's,Y,N,4347,Midwest,76239.55,Year,Y,0,101
Europe,Doctorate,Y,N,1527,South,69071.97,Year,Y,0,30
Asia,Master's,N,N,1999,South,58810.59,Year,N,0,46
North America,Master's,Y,N,884,Northeast,173530.37,Year,Y,0,15
Asia,Bachelor's,Y,Y,4443,West,114239.66,Year,Y,0,49
Asia,Master's,N,N,2063,Midwest,137906.41,Year,Y,0,16
Asia,Bachelor's,Y,N,1381,South,68330.77,Year,Y,1,17
Asia,Master's,Y,N,895,Northeast,129255.91,Year,Y,0,67
Asia,Master's,Y,N,3530,Northeast,80245.05,Year,Y,0,13
Asia,Bachelor's,N,Y,1589,Northeast,63.7364,Hour,Y,1,24
Asia,Bachelor's,Y,N,4498,Northeast,67633.07,Year,Y,0,20
Europe,Bachelor's,N,Y,1307,South,56767.88,Year,Y,0,26
Asia,High School,N,N,1065,South,76929.71,Year,Y,1,42
Asia,Master's,N,N,831,Midwest,127.89,Hour,Y,0,22
Europe,Doctorate,Y,N,1450,Northeast,17030.58,Year,Y,0,126
South America,Bachelor's,Y,N,1198,South,386.1515,Hour,Y,1,18
Asia,Master's,Y,N,4036,South,113882.38,Year,Y,0,22
Asia,Bachelor's,N,N,2081,Northeast,12774.14,Year,Y,1,41
Asia,High School,N,Y,2277,West,119151.63,Year,Y,1,35
Asia,Bachelor's,Y,N,3234,West,38646.03,Year,Y,0,55
Asia,Master's,Y,N,12692,Midwest,115239.79,Year,Y,0,25
Asia,Bachelor's,N,N,198,Northeast,136468.02,Year,Y,1,30
Asia,Bachelor's,N,N,4302,South,125624.38,Year,Y,0,14
Asia,Bachelor's,N,Y,791,South,78152.18,Year,Y,0,168
Asia,Master's,N,N,3945,Northeast,193901.32,Year,Y,0,29
North America,Bachelor's,Y,N,2190,South,129276.92,Year,Y,0,10
Asia,Master's,Y,N,442,South,114331.5,Year,Y,0,42
Europe,Master's,N,Y,1912,Northeast,56169.55,Year,Y,0,26
North America,Master's,Y,N,261,Northeast,143129.1,Year,Y,0,15
Asia,Master's,Y,N,1440,Midwest,7169.8,Year,Y,0,21
South America,Bachelor's,Y,N,4016,South,72199.76,Year,Y,0,22
Asia,Master's,Y,N,390,South,112869.05,Year,Y,0,18
Asia,Master's,N,N,3425,Midwest,130817.72,Year,Y,0,18
Asia,Master's,N,N,304,Midwest,78425.67,Year,N,0,28
Asia,Master's,N,N,4032,Northeast,144257.35,Year,N,1,185
Asia,Bachelor's,Y,N,1619,Northeast,54144.73,Year,Y,0,17
Asia,Bachelor's,Y,Y,1362,West,51710.81,Year,Y,0,26
South America,Master's,Y,N,61546,South,3161.14,Year,Y,0,10
Asia,Bachelor's,Y,N,2944,West,31681.96,Year,Y,0,65
Asia,Master's,Y,N,1738,West,48631.17,Year,Y,0,116
Asia,Master's,Y,N,1771,West,33894.67,Year,Y,0,100
Asia,Bachelor's,N,N,542,South,140285.26,Year,Y,0,32
Europe,Bachelor's,Y,N,2848,West,74.3597,Hour,Y,1,28
Asia,Master's,Y,N,4065,Northeast,3206.28,Year,Y,0,35
Europe,Bachelor's,Y,N,1195,Northeast,139001.46,Year,Y,0,18
Asia,Bachelor's,Y,N,2421,Northeast,22845.56,Year,Y,0,16
Asia,Master's,Y,N,1417,Midwest,78192.76,Year,Y,0,13
Asia,Bachelor's,N,N,990,Midwest,172343.56,Year,Y,0,39
North America,Master's,Y,N,1976,Island,136323.49,Year,Y,0,15
Asia,Bachelor's,Y,N,3782,West,54863.76,Year,Y,1,36
Asia,Master's,N,N,13572,West,97113.76,Year,Y,1,76
Europe,High School,N,Y,4528,South,104836.59,Year,Y,0,11
North America,Bachelor's,Y,N,1928,South,68634.99,Year,Y,0,40
North America,Master's,Y,N,4374,South,71887.59,Year,N,1,24
Europe,Bachelor's,N,N,2612,South,84618.69,Year,Y,0,54
North America,Master's,N,N,2935,West,24554.76,Year,Y,1,37
Asia,Bachelor's,Y,N,15307,West,23007.56,Year,Y,1,25
Asia,Master's,Y,N,1985,West,180523.3,Year,Y,0,19
Asia,Master's,Y,Y,183,South,40820.77,Year,Y,0,76
Africa,Master's,Y,N,1914,South,70490.25,Year,Y,0,24
Asia,Bachelor's,N,N,119,South,150521.49,Year,N,0,16
Asia,Master's,Y,N,1593,Midwest,43571.61,Year,Y,0,15
Asia,Master's,Y,N,401,Midwest,225877.49,Year,Y,0,11
Asia,Master's,Y,N,3619,West,137075.06,Year,N,0,49
Asia,Bachelor's,N,N,1673,West,222457.51,Year,Y,0,17
Europe,Master's,N,Y,1873,South,64927.98,Year,Y,0,44
Asia,Master's,N,Y,2574,South,30179.16,Year,Y,1,15
Europe,Bachelor's,Y,N,2573,West,82110.68,Year,Y,1,24
North America,Master's,Y,N,9315,Midwest,59877.19,Year,Y,0,34
North America,Master's,N,Y,4151,West,40453.06,Year,Y,1,34
Europe,Bachelor's,Y,N,3938,West,38424.53,Year,Y,0,24
Asia,Master's,Y,N,2356,Midwest,51174.84,Year,Y,0,22
Asia,Master's,N,N,2896,Northeast,78365.54,Year,N,1,63
Oceania,Bachelor's,N,Y,640,South,216242.12,Year,Y,0,23
North America,High School,Y,N,2570,West,108544.37,Year,Y,0,26
Asia,Bachelor's,N,N,3902,South,106885.79,Year,Y,0,19
North America,High School,Y,N,2611,Island,78954.88,Year,Y,1,11
Asia,High School,Y,N,364,West,34532.03,Year,Y,1,19
Asia,High School,Y,N,1880,West,231138.15,Year,Y,1,20
Europe,Doctorate,N,N,580,West,31403.73,Year,Y,0,58
Asia,Bachelor's,Y,N,1021,Northeast,68012.06,Year,Y,0,14
North America,Bachelor's,Y,N,1398,South,401.5855,Hour,Y,1,30
Asia,Bachelor's,Y,N,2555,South,225057.61,Year,Y,0,15
Europe,Master's,Y,N,4395,Northeast,35424.19,Year,Y,0,18
South America,Bachelor's,Y,N,1371,Northeast,102.47,Hour,Y,1,20
North America,Master's,Y,N,3135,Northeast,82451.79,Year,Y,0,142
Asia,Master's,Y,N,3098,Northeast,32233.42,Year,Y,1,45
Asia,Master's,Y,N,3465,Northeast,139492.33,Year,Y,0,11
Asia,Bachelor's,N,N,1623,Northeast,92394.05,Year,Y,0,42
Asia,Bachelor's,Y,N,3389,Midwest,113151.51,Year,Y,0,138
Asia,Bachelor's,N,N,2235,Midwest,42323.5,Year,Y,0,30
Asia,Bachelor's,N,N,2652,West,154893.4,Year,Y,0,67
Asia,Bachelor's,Y,N,3517,Island,83232.17,Year,Y,0,28
Asia,Master's,Y,N,1611,South,81389.82,Year,Y,0,52
Africa,Doctorate,Y,N,2563,Northeast,52672.96,Year,Y,0,37
Asia,High School,Y,N,1927,Midwest,41388.02,Year,Y,0,12
Asia,Bachelor's,N,Y,1340,Northeast,163903.8,Year,Y,0,28
Asia,Master's,Y,N,268,West,32586.62,Year,Y,0,101
Asia,Bachelor's,Y,N,2282,Northeast,127078.0,Year,N,0,24
Asia,Master's,Y,N,4935,Northeast,153215.2,Year,N,0,13
Asia,Master's,Y,N,2201,Northeast,105219.55,Year,Y,0,12
North America,Bachelor's,N,N,1361,South,92231.75,Year,Y,0,19
Asia,Master's,Y,N,4612,Northeast,19724.4,Year,Y,0,14
North America,Bachelor's,Y,N,5583,Northeast,114913.17,Year,Y,1,32
Asia,Bachelor's,N,Y,1561,South,109531.27,Year,Y,0,111
Europe,Bachelor's,Y,Y,3097,Northeast,96237.93,Year,Y,0,147
Asia,Bachelor's,Y,N,325,South,66846.84,Year,Y,0,10
Asia,Bachelor's,Y,N,861,Midwest,132756.76,Year,Y,0,25
Asia,Bachelor's,Y,N,5338,West,61838.26,Year,Y,0,18
North America,Bachelor's,Y,N,2404,Island,108299.04,Year,Y,0,16
North America,Bachelor's,Y,N,3035,West,418.2298,Hour,Y,1,99
Asia,Bachelor's,Y,N,3155,Northeast,118.49,Hour,Y,0,50
Asia,Master's,Y,N,2025,South,45188.9,Year,N,0,27
Asia,Bachelor's,Y,N,273,West,56495.99,Year,Y,0,22
Europe,Bachelor's,Y,N,2675,Northeast,18322.0,Year,Y,0,11
Asia,Bachelor's,Y,N,3331,Northeast,15285.98,Year,Y,0,10
Asia,Bachelor's,Y,N,1751,South,32501.32,Year,Y,0,42
Europe,Master's,Y,N,2511,South,25.0117,Hour,Y,0,35
Asia,Bachelor's,Y,N,1092,Island,63801.37,Year,Y,1,60
Asia,High School,N,N,2149,West,112.16,Hour,Y,0,23
Asia,Bachelor's,N,N,1986,Northeast,105407.11,Year,Y,1,25
Europe,Bachelor's,Y,N,1017,South,32086.09,Year,Y,0,48
Africa,Doctorate,Y,N,1420,Northeast,33759.48,Year,Y,0,26
Asia,Bachelor's,Y,N,543,South,35287.11,Year,Y,0,25
South America,Bachelor's,Y,N,726,South,19770.58,Year,Y,0,12
Europe,Bachelor's,Y,N,559,West,129240.68,Year,Y,0,167
Asia,Bachelor's,N,N,1341,West,81613.81,Year,Y,1,33
Asia,High School,Y,N,957,South,46332.26,Year,Y,0,24
North America,High School,N,N,3730,West,36450.85,Year,Y,1,26
Asia,Bachelor's,Y,N,1913,Midwest,77139.26,Year,N,1,18
North America,High School,Y,N,1070,Midwest,61053.87,Year,Y,0,24
North America,Master's,Y,N,1668,West,54014.19,Year,Y,1,34
North America,Bachelor's,N,N,2986,Northeast,114411.05,Year,N,1,61
Asia,Master's,Y,N,652,West,76979.93,Year,Y,0,100
Asia,Master's,Y,N,5409,South,118858.69,Year,Y,0,40
Asia,Bachelor's,N,N,3967,Northeast,31326.83,Year,Y,0,41
Europe,Doctorate,Y,N,4925,Northeast,1195.63,Year,Y,0,20
Asia,Bachelor's,Y,N,4300,Island,30222.56,Year,Y,0,85
Asia,Bachelor's,N,N,1658,Northeast,522.13,Year,Y,1,13
Europe,Doctorate,Y,Y,1806,South,33094.26,Year,Y,0,75
Asia,Master's,Y,N,4299,West,26771.9,Year,Y,0,19
Asia,Master's,Y,N,105,South,65384.35,Year,Y,0,26
Asia,Bachelor's,Y,N,2570,Northeast,75170.44,Year,Y,0,22
South America,Bachelor's,N,Y,4363,West,93278.01,Year,Y,1,26
Asia,High School,N,Y,62306,West,104133.42,Year,Y,1,15
Asia,High School,Y,N,2475,Northeast,62821.54,Year,Y,1,214
Asia,Bachelor's,Y,N,4537,Northeast,224523.8,Year,Y,1,55
Asia,Bachelor's,Y,N,1488,West,105597.25,Year,Y,0,12
Asia,Bachelor's,Y,N,2604,Northeast,3020.68,Year,Y,0,37
Asia,Master's,Y,N,1325,South,6754.44,Year,Y,0,92
North America,Master's,Y,N,363,South,254.8773,Hour,Y,0,22
North America,Master's,Y,N,1634,South,923.4368,Hour,Y,1,10
North America,Master's,N,N,2192,South,120737.62,Year,Y,1,30
Asia,Bachelor's,Y,N,3494,Northeast,72912.67,Year,Y,0,18
Asia,Master's,Y,N,2111,Island,61464.44,Year,Y,0,25
Asia,Bachelor's,Y,N,3937,South,49240.36,Year,Y,1,71
Asia,Bachelor's,Y,N,3993,West,25142.04,Year,Y,0,14
Europe,Bachelor's,Y,N,81849,South,81724.72,Year,Y,0,96
Asia,Bachelor's,N,N,3387,South,69717.57,Year,N,0,25
Asia,Master's,Y,N,1121,Midwest,135673.41,Year,Y,0,153
Europe,Doctorate,N,Y,5295,Northeast,8923.92,Year,Y,0,42
Asia,Master's,Y,N,1708,West,50427.65,Year,Y,0,9
Asia,Bachelor's,N,N,2188,Midwest,76302.96,Year,Y,0,28
Asia,High School,Y,N,519,West,111593.38,Year,Y,1,111
Asia,Bachelor's,Y,N,1263,West,97113.42,Year,Y,0,18
South America,High School,Y,N,4536,South,24099.25,Year,Y,0,67
Asia,Bachelor's,Y,N,2633,Northeast,58771.43,Year,Y,0,58
Asia,Master's,N,N,2615,Northeast,63221.56,Year,N,1,22
North America,Master's,N,N,4315,Northeast,662.0821,Hour,Y,1,18
Asia,High School,Y,N,318,West,65704.9,Year,Y,0,12
Asia,Bachelor's,Y,N,2432,Northeast,10837.15,Year,Y,0,134
Asia,Master's,N,N,422,South,64222.57,Year,Y,1,32
Asia,Master's,Y,N,3496,Northeast,67351.42,Year,Y,0,21
Asia,Master's,Y,N,773,South,64342.41,Year,N,0,145
North America,High School,N,N,266,South,655.9658,Hour,Y,0,100
Asia,Master's,Y,N,5710,Northeast,57543.86,Year,Y,0,173
Asia,Master's,N,N,1965,South,51066.77,Year,N,0,50
Asia,Bachelor's,Y,N,2089,South,232680.65,Year,Y,0,16
Asia,Master's,Y,N,627,Northeast,45014.55,Year,N,0,26
Asia,High School,Y,N,658,Midwest,89232.45,Year,Y,1,18
Europe,High School,N,N,3505,West,29187.64,Year,Y,0,12
Asia,Bachelor's,N,N,8545,West,113093.71,Year,Y,0,38
Africa,Master's,N,N,3883,West,56133.23,Year,Y,1,36
North America,Master's,Y,N,36353,Northeast,125925.71,Year,N,0,25
Asia,Bachelor's,Y,N,1954,Midwest,113491.03,Year,Y,0,15
Asia,Bachelor's,N,N,1119,South,80798.44,Year,Y,0,17
Asia,High School,Y,N,1756,Northeast,61640.87,Year,Y,1,15
Asia,Bachelor's,N,N,3924,West,52687.18,Year,Y,1,19
Europe,Bachelor's,Y,N,1673,South,47762.92,Year,Y,0,73
North America,Master's,Y,N,75822,West,75942.15,Year,N,0,136
Asia,Master's,Y,N,1551,Island,68263.86,Year,Y,0,21
Asia,Bachelor's,N,N,1566,South,113.236,Hour,Y,1,94
North America,Master's,Y,N,4461,Northeast,151375.9,Year,Y,1,85
Asia,Master's,Y,N,5129,Northeast,19746.37,Year,Y,0,28
Asia,Bachelor's,N,N,3203,South,124587.31,Year,Y,0,173
Asia,Bachelor's,Y,N,2884,Northeast,114790.58,Year,Y,0,15
Asia,Bachelor's,Y,N,2011,South,44052.71,Year,N,0,48
Asia,Bachelor's,N,N,593,Northeast,106922.64,Year,Y,1,18
Asia,Master's,Y,N,1523,Midwest,193137.64,Year,Y,0,11
Asia,Doctorate,Y,Y,1997,Midwest,185576.22,Year,Y,0,154
North America,Bachelor's,N,Y,13139,Northeast,67462.48,Year,Y,0,23
Asia,Master's,N,N,111654,Northeast,963.0685,Hour,Y,1,11
Asia,Master's,Y,N,114,West,287191.2,Year,Y,0,15
Asia,Master's,Y,N,4546,Northeast,59875.21,Year,Y,0,9
Europe,Master's,Y,Y,4143,South,77659.1,Year,Y,0,92
Asia,High School,Y,N,2039,Northeast,163581.86,Year,Y,0,39
Asia,Bachelor's,Y,N,564,Midwest,121270.83,Year,Y,1,60
Europe,Doctorate,N,Y,911,South,78245.18,Year,Y,0,13
Asia,Master's,N,N,2218,Northeast,44063.86,Year,Y,0,19
North America,Bachelor's,N,N,4565,West,37917.25,Year,Y,0,11
Asia,Bachelor's,Y,N,1144,Northeast,52525.41,Year,Y,1,15
Asia,Master's,N,N,1677,Northeast,75870.87,Year,Y,1,9
Asia,Master's,N,N,1124,Northeast,77263.18,Year,Y,0,25
Asia,Bachelor's,Y,N,2282,West,70558.66,Year,Y,0,14
Asia,Bachelor's,N,N,235,Northeast,130562.97,Year,Y,1,9
Asia,Doctorate,N,Y,2323,South,108690.79,Year,Y,0,44
Europe,High School,Y,N,41,South,6723.92,Year,Y,0,39
Asia,Master's,Y,N,1699,Northeast,134648.35,Year,Y,0,32
Africa,Master's,N,N,1387,South,34362.28,Year,Y,0,19
Asia,Bachelor's,Y,Y,192,South,143175.3,Year,Y,0,39
Europe,Bachelor's,Y,Y,4842,West,59172.82,Year,Y,0,23
Asia,High School,N,N,100,South,61391.17,Year,Y,1,18
Asia,Bachelor's,N,Y,3723,Northeast,101300.95,Year,Y,0,47
Asia,Bachelor's,N,N,1772,South,600.1009,Hour,Y,1,20
Europe,Bachelor's,Y,N,1874,West,559.5994,Hour,Y,1,121
Asia,Bachelor's,N,Y,1381,South,65018.79,Year,Y,0,38
North America,Master's,Y,N,2813,South,32867.29,Year,Y,0,16
Asia,Bachelor's,Y,N,3503,South,151821.95,Year,Y,1,17
Europe,Doctorate,Y,N,4535,West,65259.67,Year,Y,0,61
South America,High School,Y,N,2732,South,48974.3,Year,Y,1,18
Asia,Bachelor's,N,Y,626,Northeast,72826.23,Year,Y,0,53
Asia,Master's,Y,N,927,Midwest,55351.49,Year,Y,0,18
Asia,Bachelor's,Y,N,664,South,74137.42,Year,Y,1,36
Asia,High School,Y,N,20815,Midwest,38296.33,Year,Y,0,22
Europe,Doctorate,Y,N,3020,Northeast,77088.4,Year,Y,0,18
Asia,Bachelor's,N,N,5732,Midwest,160441.03,Year,Y,0,16
Asia,High School,Y,N,3348,Northeast,99671.66,Year,Y,1,29
Europe,Master's,Y,N,2558,Midwest,67888.89,Year,Y,0,18
Asia,Master's,Y,N,2397,South,92531.99,Year,N,0,73
Asia,Bachelor's,Y,N,11866,West,120770.38,Year,Y,0,25
Asia,Bachelor's,N,N,1248,West,16150.9,Year,Y,1,48
Asia,Bachelor's,N,N,3415,South,34796.5,Year,Y,1,103
Asia,Master's,N,N,2953,Midwest,110427.57,Year,Y,0,23
Asia,High School,Y,N,2825,West,71917.21,Year,Y,1,34
North America,Doctorate,Y,N,1444,Midwest,60411.22,Year,Y,0,21
Europe,Doctorate,Y,N,5038,West,3055.1,Year,Y,0,16
Europe,Bachelor's,N,Y,650,Northeast,54744.92,Year,Y,0,151
North America,Doctorate,N,N,861,West,83531.73,Year,Y,1,61
Asia,Bachelor's,Y,N,3827,South,68678.03,Year,Y,0,26
Europe,Master's,Y,N,6015,Northeast,25621.78,Year,Y,0,49
Europe,High School,Y,N,4568,West,44580.47,Year,Y,0,145
Europe,Master's,N,Y,1488,West,49723.83,Year,Y,0,29
Asia,Bachelor's,N,N,1801,West,97827.48,Year,Y,0,16
Asia,Bachelor's,N,N,2275,West,55115.43,Year,Y,0,11
Asia,High School,Y,N,1541,South,88845.29,Year,Y,1,27
North America,Bachelor's,Y,N,4595,Northeast,388.5618,Hour,Y,1,54
Asia,Bachelor's,Y,N,2506,Midwest,75010.58,Year,Y,0,16
Africa,Bachelor's,N,Y,2509,West,51886.04,Year,Y,1,20
Asia,High School,Y,N,3372,Midwest,125384.93,Year,Y,1,138
North America,Bachelor's,N,N,4100,Island,81287.65,Year,Y,0,14
Africa,Doctorate,Y,N,3115,Northeast,18491.12,Year,Y,0,26
Asia,Bachelor's,Y,N,1552,Northeast,932.1547,Hour,Y,1,19
Europe,Master's,Y,N,3394,Northeast,100470.66,Year,Y,0,64
North America,Master's,N,N,3472,Northeast,61757.88,Year,Y,1,43
Oceania,Master's,Y,N,1518,South,417.8557,Hour,Y,1,13
Asia,Bachelor's,Y,N,1566,West,29491.07,Year,Y,1,18
Asia,Master's,Y,N,1959,Midwest,739.9801,Hour,Y,0,75
Asia,Master's,Y,Y,3531,West,57.9863,Hour,Y,0,25
Asia,Master's,Y,N,2731,South,77121.51,Year,Y,0,185
Asia,Master's,Y,N,1482,Midwest,27069.76,Year,Y,0,26
Asia,Master's,N,N,1762,Midwest,132197.8,Year,Y,0,36
Europe,Bachelor's,N,N,4066,South,54816.41,Year,Y,0,27
Asia,Bachelor's,Y,N,1604,West,120687.37,Year,Y,0,23
Europe,High School,Y,N,1159,West,58102.96,Year,Y,0,14
Asia,Doctorate,N,Y,1807,West,176.5574,Hour,Y,1,20
Asia,Master's,N,N,1945,Midwest,54587.29,Year,Y,0,10
Asia,Bachelor's,Y,N,4731,South,125987.84,Year,Y,0,36
North America,Bachelor's,N,N,400,Midwest,112393.59,Year,Y,0,74
Asia,Bachelor's,N,N,642,West,142223.08,Year,Y,0,29
Asia,High School,Y,N,5774,Northeast,28888.68,Year,Y,1,55
Asia,Bachelor's,Y,N,1139,Midwest,145231.29,Year,Y,0,24
Asia,Bachelor's,N,N,1757,South,132749.77,Year,Y,1,36
Asia,High School,Y,N,2338,South,43659.02,Year,Y,0,132
North America,Bachelor's,Y,N,2552,Northeast,32542.25,Week,Y,0,85
Asia,Bachelor's,Y,N,4034,West,84907.0,Year,Y,1,11
Asia,Master's,N,N,2986,South,118359.06,Year,N,0,24
Europe,Bachelor's,Y,N,5241,Northeast,116251.85,Week,Y,1,59
Asia,Master's,Y,N,5232,South,128923.23,Year,N,0,26
North America,Bachelor's,N,N,2453,Midwest,21682.44,Year,Y,0,43
Asia,Master's,N,N,1911,Island,126858.8,Year,Y,0,47
Asia,Bachelor's,Y,N,5100,West,17833.35,Year,Y,1,12
Asia,Bachelor's,Y,N,884,South,118031.84,Year,Y,0,23
Asia,Bachelor's,Y,N,1501,South,37961.02,Year,Y,1,22
Europe,High School,Y,N,1963,Northeast,10754.61,Year,Y,1,25
Asia,High School,Y,N,2024,Northeast,96679.65,Year,Y,1,42
Asia,Master's,N,N,439,Northeast,157780.77,Year,Y,1,25
Asia,High School,Y,N,2507,South,53339.14,Year,Y,0,111
Europe,Master's,Y,N,3194,South,18752.14,Year,Y,0,43
Asia,Master's,Y,N,108945,Northeast,105165.56,Year,N,1,11
Europe,Doctorate,Y,N,45449,Northeast,16945.99,Year,Y,0,13
Asia,Master's,Y,Y,1336,Northeast,51865.43,Year,Y,0,19
Asia,Bachelor's,Y,N,111,South,112953.85,Year,Y,0,189
Asia,Bachelor's,Y,N,3576,Northeast,34543.82,Year,Y,0,22
Africa,Doctorate,Y,N,166,Midwest,99197.99,Year,Y,0,30
Europe,Master's,N,N,2328,West,120999.0,Year,Y,0,103
Asia,Bachelor's,Y,N,3883,West,28864.92,Year,Y,0,15
Asia,Master's,Y,N,102725,Northeast,38747.85,Year,Y,0,25
Asia,Master's,Y,N,3224,Northeast,131557.74,Year,Y,0,20
North America,Bachelor's,N,N,1108,West,45094.51,Year,Y,1,12
Asia,Master's,N,N,665,Island,50875.4,Year,Y,1,35
Asia,High School,Y,N,675,West,73923.0,Year,Y,1,20
North America,Bachelor's,N,N,2078,South,72052.65,Year,Y,1,18
Asia,Bachelor's,Y,N,4094,Midwest,114270.3,Year,Y,0,21
Asia,Master's,Y,N,1472,South,161750.11,Year,N,0,37
Asia,Bachelor's,Y,N,3506,Midwest,88399.65,Year,Y,0,22
Europe,Doctorate,N,N,3175,West,86969.68,Year,Y,0,110
Asia,Bachelor's,Y,N,1020,South,70919.85,Year,Y,1,15
Asia,High School,N,Y,888,South,125796.82,Year,Y,1,10
Europe,Bachelor's,Y,Y,99,West,42594.42,Year,Y,0,27
Asia,Master's,N,N,20926,South,133571.69,Year,N,1,25
North America,Bachelor's,Y,N,1807,Northeast,798.4,Year,Y,0,14
Asia,High School,Y,N,3654,Northeast,103897.57,Year,Y,0,45
Africa,Master's,Y,N,3469,Northeast,112626.08,Year,Y,0,25
North America,Doctorate,Y,N,2831,West,92765.43,Year,Y,0,21
Asia,Bachelor's,Y,N,3342,Northeast,51414.73,Year,Y,0,19
North America,Bachelor's,Y,N,1221,Midwest,28099.46,Year,N,0,21
Asia,Bachelor's,N,Y,3118,South,53131.63,Year,Y,0,25
Europe,Bachelor's,Y,N,3938,West,14033.01,Year,Y,0,26
Asia,High School,N,N,1629,West,52278.16,Year,Y,1,25
North America,Bachelor's,Y,Y,722,West,74315.41,Year,Y,1,13
Asia,Bachelor's,N,N,964,South,45612.83,Year,Y,0,36
Asia,Master's,Y,N,6661,Northeast,50998.71,Year,Y,0,20
Asia,High School,N,N,372064,West,28611.11,Year,Y,1,60
Asia,Bachelor's,Y,N,2201,South,120566.46,Year,Y,1,108
Europe,Master's,Y,N,5467,South,128683.76,Year,Y,0,112
Asia,High School,N,N,1182,South,136010.17,Year,Y,1,13
Asia,Doctorate,Y,N,1121,West,230750.48,Year,N,0,15
North America,High School,N,N,812,South,725.9292,Hour,Y,0,16
Europe,Bachelor's,Y,N,4056,Northeast,8262.38,Year,Y,0,128
Asia,Master's,N,N,1711,Midwest,111583.0,Year,Y,0,36
Asia,High School,N,N,12650,Midwest,104498.49,Year,Y,1,43
Asia,Master's,N,Y,3106,West,62206.21,Year,Y,0,172
Asia,Master's,Y,N,1988,South,63879.94,Year,Y,0,37
Asia,Bachelor's,N,N,1917,West,66718.75,Year,Y,1,11
Asia,Master's,Y,N,1260,South,79706.11,Year,Y,0,29
Asia,Bachelor's,Y,N,1580,Midwest,52951.85,Year,Y,0,18
Asia,Bachelor's,N,N,1080,West,29160.88,Year,Y,0,51
Asia,Master's,Y,N,249,Northeast,4509.52,Year,Y,0,154
Asia,Bachelor's,Y,N,2657,West,62779.76,Year,Y,0,24
Asia,Bachelor's,Y,N,796,South,81866.98,Year,Y,0,25
Europe,High School,Y,N,3194,Midwest,99.6744,Hour,Y,1,138
Asia,Master's,Y,N,1697,South,53378.34,Year,Y,0,155
Asia,Master's,N,N,3516,Midwest,51497.37,Year,Y,0,15
